"coronavirus policy",23,"The EU Is Abandoning Italy During the Coronavirus Crisis","https://foreignpolicy.com/2020/03/14/coronavirus-eu-abandoning-italy-china-aid/","foreignpolicy.com",
"coronavirus policy",24,"Fiscal policy-making in the time of Coronavirus - Institut ...","https://institutdelors.eu/en/publications/fiscal-policy-making-in-the-time-of-coronavirus/","institutdelors.eu",
"coronavirus policy",25,"COVID-19 Update | Hyatt Hotels","https://www.hyatt.com/info/coronavirus-statement","www.hyatt.com",
"coronavirus policy",26,"Coronavirus Policy for Pro Global Media","https://www.propubs.com/about-us/coronavirus-policy","www.propubs.com",
"coronavirus policy",27,"Supplier Coronavirus Policy (Japanese) - Intel","https://www.intel.com/content/www/us/en/supplier/documents/japanese/supplier-coronavirus-policy.html","www.intel.com",
"coronavirus policy",28,"Coronavirus Policy – EuroSLA30","https://www.ub.edu/eurosla2020/coronavirus-policy/","www.ub.edu",
"coronavirus policy",29,"Covid-19: Italy tightens rules after coronavirus cases surge ...","https://www.bbc.com/news/world-europe-54592700","www.bbc.com",
"coronavirus policy",30,"Coronavirus (COVID-19) company policy | Workable","https://resources.workable.com/coronavirus-covid-19-company-policy","resources.workable.com",
"coronavirus policy",31,"Coronavirus (COVID-19) updates - United Airlines","https://www.united.com/en/us/fly/covid-update.html","www.united.com",
"coronavirus policy",32,"Coronavirus policy - Natural Power","https://www.naturalpower.com/uk/news/news-post/coronavirus-policy","www.naturalpower.com",
"coronavirus policy",33,"Target's coronavirus response - Target Corporate","https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub","corporate.target.com",
"coronavirus policy",34,"'It's been so, so surreal.' Critics of Sweden's lax pandemic ...","https://www.sciencemag.org/news/2020/10/it-s-been-so-so-surreal-critics-sweden-s-lax-pandemic-policies-face-fierce-backlash","www.sciencemag.org",
"coronavirus policy",35,"Coronavirus Policy - NSS Charter","https://www.nsscharter.com/coronavirus-policy/","www.nsscharter.com",
"coronavirus policy",36,"Protecting employment in the time of coronavirus – CEPS","https://www.ceps.eu/ceps-publications/protecting-employment-in-the-time-of-coronavirus/","www.ceps.eu",
"coronavirus policy",37,"Coronavirus Macro Policy Responses Unprecedented","https://www.fitchratings.com/research/sovereigns/coronavirus-macro-policy-responses-unprecedented-03-06-2020","www.fitchratings.com",
"coronavirus policy",38,"Mixed Sector Impact of Global Coronavirus Policy Responses","https://www.fitchratings.com/research/corporate-finance/mixed-sector-impact-of-global-coronavirus-policy-responses-08-06-2020","www.fitchratings.com",
"coronavirus policy",39,"Coronavirus and macroeconomic policy | VOX, CEPR Policy ...","https://voxeu.org/article/coronavirus-and-macroeconomic-policy","voxeu.org",
"coronavirus policy",40,"Extenuating Circumstances Policy and the ... - Airbnb","https://www.airbnb.com/help/article/2701/extenuating-circumstances-policy-and-the-coronavirus-covid19","www.airbnb.com",
"coronavirus policy",41,"COVID-19 INFORMATION FOR FLIERS - Alitalia","https://www.alitalia.com/en_en/fly-alitalia/news-and-activities/news/info-flights.html","www.alitalia.com",
"coronavirus policy",42,"Travel information: COVID19 - Accor Hotels","https://all.accor.com/event/information.en.shtml","all.accor.com",
"coronavirus policy",43,"ECB's Visco on Coronavirus, Policy Measures ... - Banca d'Italia","https://www.bancaditalia.it/media/interviste/documenti/2020/int-Visco-Bloomberg_13032020.pdf","www.bancaditalia.it",
"coronavirus policy",44,"EJTN Policy on the impact of the coronavirus (COVID-19) on ...","http://www.ejtn.eu/News/EJTN-Policy-on-the-impact-of-the-coronavirus-COVID-19-on-its-activities1/","www.ejtn.eu",
"coronavirus policy",45,"The coronavirus as a yardstick of global health policy - Elcano","http://www.realinstitutoelcano.org/wps/portal/rielcano_en/contenido?WCM_GLOBAL_CONTEXT=/elcano/elcano_in/zonas_in/ari38-2020-arteaga-the-coronavirus-as-yardstick-of-global-health-policy","www.realinstitutoelcano.org",
"coronavirus policy",46,"COVID-19 General Visitation Guidelines & Visitor Policy ...","https://www.nyp.org/coronavirus-information/coronavirus-visitor-policy-change","www.nyp.org",
"coronavirus policy",47,"Government Response to Coronavirus, COVID-19 | USAGov","https://www.usa.gov/coronavirus","www.usa.gov",
"coronavirus policy",48,"Policy waiver for passengers affected by COVID-19 contigency","https://www.latam.com/it_it/esperienza/coronavirus/policy-waiver-covid-19/","www.latam.com",
"coronavirus policy",49,"Coronavirus | Virginia.gov","https://www.virginia.gov/coronavirus/","www.virginia.gov",
"coronavirus policy",50,"Coronavirus Policy - Better Impact - Volunteer Software","https://www.betterimpact.com/coronavirus-policy/","www.betterimpact.com",
"coronavirus policy",51,"COVID-19 | Policy Support and Governance Gateway | Food ...","http://www.fao.org/policy-support/coronavirus-pandemic/en/","www.fao.org",
"coronavirus policy",52,"Coronavirus – COVID19 – Update | Radisson Hotels","https://www.radissonhotels.com/en-us/covid-19","www.radissonhotels.com",
"coronavirus policy",53,"COVID-19: Visitation Policy & Guidelines | Penn Medicine","https://www.pennmedicine.org/coronavirus/visitation-policy-and-guidelines","www.pennmedicine.org",
"coronavirus policy",54,"Library Coronavirus Policy - UC Davis Library","https://www.library.ucdavis.edu/library-policies/coronavirus/","www.library.ucdavis.edu",
"coronavirus policy",55,"Coronavirus Update | Amtrak","https://www.amtrak.com/coronavirus","www.amtrak.com",
"coronavirus policy",56,"KEA unveils interactive visualization on national measures to ...","https://keanet.eu/kea-unveils-visualization-on-national-measures-to-mitigate-covid-19-impact-on-ccs/","keanet.eu",
"coronavirus policy",57,"The UK's coronavirus policy may sound scientific. It isn't ...","https://www.theguardian.com/commentisfree/2020/mar/25/uk-coronavirus-policy-scientific-dominic-cummings","www.theguardian.com",
"coronavirus policy",58,"Coronavirus Policy - Cycling Without Age","https://cyclingwithoutage.org/coronavirus-policy/","cyclingwithoutage.org",
"coronavirus policy",59,"Coronavirus - Advice for Foreign Nationals in France - Ministry ...","https://www.diplomatie.gouv.fr/en/coming-to-france/coronavirus-advice-for-foreign-nationals-in-france/","www.diplomatie.gouv.fr",
"coronavirus policy",60,"Coronavirus: Staying safe and informed on Twitter","https://blog.twitter.com/en_us/topics/company/2020/covid-19.html","blog.twitter.com",
"coronavirus policy",61,"Transport Policy Responses to the Coronavirus Crisis | ITF","https://www.itf-oecd.org/covid-19/policy-responses","www.itf-oecd.org",
"coronavirus policy",62,"The Fed - Coronavirus Disease 2019 (COVID-19)","https://www.federalreserve.gov/covid-19.htm","www.federalreserve.gov",
"coronavirus policy",63,"coronavirus - Alpitour","https://www.alpitour.it/consigli/coronavirus","www.alpitour.it",
"coronavirus policy",64,"Information on Advertising Policies about COVID-19 - Facebook","https://www.facebook.com/business/help/1123969894625935","www.facebook.com",
"coronavirus policy",65,"Latest DOD Guidance - Department of Defense","https://www.defense.gov/Explore/Spotlight/Coronavirus/Latest-DOD-Guidance/","www.defense.gov",
"coronavirus policy",66,"Press release: Basel Committee coordinates policy and ...","https://www.bis.org/press/p200320.htm","www.bis.org",
"coronavirus policy",67,"COVID-19 (Coronavirus) Policy Response to to Macro-Fiscal ...","https://www.worldbank.org/en/country/russia/brief/covid-19-response-macro-fiscal-russia","www.worldbank.org",
"coronavirus policy",68,"The Coronavirus Policy Wave: When Will the Bill Come Due ...","https://www.alliancebernstein.com/library/the-coronavirus-policy-wave-when-will-the-bill-come-due.htm","www.alliancebernstein.com",
"coronavirus policy",69,"coronavirus covid 19 – english | Gouvernement.fr","https://www.gouvernement.fr/en/coronavirus-covid-19","www.gouvernement.fr",
"coronavirus policy",70,"Australian COVID-19 Vaccination Policy | Australian ...","https://www.health.gov.au/resources/publications/australian-covid-19-vaccination-policy","www.health.gov.au",
"coronavirus policy",71,"Helping move what matters - Uber","https://www.uber.com/us/en/coronavirus/","www.uber.com",
"coronavirus policy",72,"Coronavirus Disease 2019 (COVID-19) Temporary Policy ...","https://www.scdhhs.gov/press-release/coronavirus-disease-2019-covid-19-temporary-policy-updates","www.scdhhs.gov",
"coronavirus policy",73,"COVID-19 (Coronavirus) Update | Qatar Airways","https://www.qatarairways.com/en/travel-alerts/COVID-19-update.html","www.qatarairways.com",
"coronavirus policy",74,"New Coronavirus Policy for UK Spouse & Partner Visas ...","https://www.lexology.com/library/detail.aspx?g=fc52a2ac-021a-4fd8-a4b2-e8fcbdd09b54","www.lexology.com",
"coronavirus policy",75,"Policy in the time of coronavirus | PIIE","https://www.piie.com/commentary/speeches-papers/policy-time-coronavirus","www.piie.com",
"coronavirus policy",76,"Coronavirus: available in Italy the first policy to protect business","https://www.cattolica.it/en/-/coronavirus-disponibile-in-italia-la-prima-polizza-per-proteggere-gli-esercizi-commerciali","www.cattolica.it",
"coronavirus policy",77,"COVID-19 Policy Statements and Guidance","https://oig.hhs.gov/coronavirus/policy.asp","oig.hhs.gov",
"coronavirus policy",78,"Coronavirus (COVID-19) Resource | Baylor Scott & White Health","https://www.bswhealth.com/coronavirus-information","www.bswhealth.com",
"coronavirus policy",79,"Coronavirus Government Response Tracker | Blavatnik ...","https://www.bsg.ox.ac.uk/research/research-projects/coronavirus-government-response-tracker","www.bsg.ox.ac.uk",
"coronavirus policy",80,"Covid-19, travellers - Ministero della Salute","http://www.salute.gov.it/travellers","www.salute.gov.it",
"coronavirus policy",81,"COVID-19 Updates | Hawaiian Airlines","https://www.hawaiianairlines.com/coronavirus","www.hawaiianairlines.com",
"coronavirus policy",82,"UN Response to COVID-19 | United Nations","https://www.un.org/en/coronavirus/UN-response","www.un.org",
"coronavirus policy",83,"Racism, Intolerance, and the Coronavirus: Policy ...","https://www.gmfus.org/blog/2020/07/16/racism-intolerance-and-coronavirus-policy-recommendations","www.gmfus.org",
"coronavirus policy",84,"Covid-19 Coronavirus and Macroeconomic Policy | Barcelona ...","https://www.barcelonagse.eu/research/working-papers/covid-19-coronavirus-and-macroeconomic-policy","www.barcelonagse.eu",
"coronavirus policy",85,"Emerging COVID-19 success story: Germany's strong ...","https://ourworldindata.org/covid-exemplar-germany","ourworldindata.org",
"coronavirus policy",86,"Berlin police break up protest against coronavirus policy | DW ...","https://www.dw.com/en/berlin-police-break-up-protest-against-coronavirus-policy/av-54756377","www.dw.com",
"coronavirus policy",87,"Coronavirus COVID-19 cleaning and safety | Alaska Airlines","https://www.alaskaair.com/content/advisories/coronavirus","www.alaskaair.com",
"coronavirus policy",88,"Extenuating Circumstances Policy and the ... - Airbnb","https://www.airbnb.com.au/help/article/2701/extenuating-circumstances-policy-and-the-coronavirus-covid19","www.airbnb.com.au",
"coronavirus policy",89,"Coronavirus Policy Briefs, Statements, and Letters - NAACP","https://www.naacp.org/coronavirus/coronavirus-policy-briefs-statements-letters/","www.naacp.org",
"coronavirus policy",90,"Latest flight information - KLM.com","https://www.klm.com/travel/us_en/prepare_for_travel/up_to_date/flight_update/index.htm","www.klm.com",
"coronavirus policy",91,"Coronavirus Policy Response Simulator: Health and ...","https://budgetmodel.wharton.upenn.edu/issues/2020/5/1/coronavirus-reopening-simulator","budgetmodel.wharton.upenn.edu",
"coronavirus policy",92,"An effective economic response to the Coronavirus in Europe ...","https://www.bruegel.org/2020/03/economic-response-coronavirus/","www.bruegel.org",
"coronavirus policy",93,"WellSpan Visitor Policy - WellSpan Health","https://www.wellspan.org/coronavirus/wellspan-visitor-policy/","www.wellspan.org",
"coronavirus policy",94,"COVID-19: Policies to Protect People and Communities ...","https://www.urban.org/features/covid-19-policies-protect-people-and-communities","www.urban.org",
"coronavirus policy",95,"Coronavirus » Rapid Clinical Policy development: COVID-19","https://www.england.nhs.uk/coronavirus/clinical-policy/","www.england.nhs.uk",
"coronavirus policy",96,"COVID-19 Travel Order | Mass.gov","https://www.mass.gov/info-details/covid-19-travel-order","www.mass.gov",
"coronavirus policy",97,"Coronavirus Policy and Guidance Documents - National ...","https://www.nga.org/coronavirus-policy-documents/","www.nga.org",
"coronavirus policy",98,"Coronavirus Pandemic Response: FEMA Releases New ...","https://www.fema.gov/press-release/20200901/coronavirus-pandemic-response-fema-releases-new-policy-declarations","www.fema.gov",
"coronavirus policy",99,"Latest information | COVID-19 | British Airways","https://www.britishairways.com/en-gb/information/incident/coronavirus/latest-information","www.britishairways.com",
"coronavirus policy",100,"Coronavirus policy | Institute and Faculty of Actuaries","https://www.actuaries.org.uk/coronavirus-policy","www.actuaries.org.uk",
"coronavirus policy",1,"COVID-19 Guidance: Businesses and Employers | CDC","https://www.cdc.gov/coronavirus/2019-ncov/community/guidance-business-response.html","www.cdc.gov",
"coronavirus policy",2,"The coronavirus: international health policy - Federal Foreign ...","https://www.auswaertiges-amt.de/en/aussenpolitik/themen/gesundheit/coronavirus/2298448","www.auswaertiges-amt.de",
"coronavirus policy",3,"Policy for Coronavirus Disease-2019 Tests During the Public ...","https://www.fda.gov/regulatory-information/search-fda-guidance-documents/policy-coronavirus-disease-2019-tests-during-public-health-emergency-revised","www.fda.gov",
"coronavirus policy",4,"COVID-19 und verantwortungsvolles unternehmerisches ...","http://www.oecd.org/coronavirus/policy-responses/covid-19-und-verantwortungsvolles-unternehmerisches-handeln-9d5eb69f/","www.oecd.org",
"coronavirus policy",5,"Opinion: Germany′s coronavirus lockdown policy gets ... - DW","https://www.dw.com/en/opinion-germanys-coronavirus-lockdown-policy-gets-complicated/a-53140851","www.dw.com",
"coronavirus policy",6,"EBRD coronavirus policy response","https://www.ebrd.com/what-we-do/coronavirus/coronavirus-policy-response","www.ebrd.com",
"coronavirus policy",7,"FAQ: Corona updates - Eurowings","https://www.eurowings.com/en/information/news-help/information-coronavirus.html","www.eurowings.com",
"coronavirus policy",8,"Coronavirus response: €1 billion of EU Cohesion policy to ...","https://ec.europa.eu/regional_policy/en/newsroom/news/2020/10/23-10-2020-coronavirus-response-eur1-billion-of-eu-cohesion-policy-to-support-portugal-s-recovery","ec.europa.eu",
"coronavirus policy",9,"Coronavirus (COVID-19): guidance and support - GOV.UK","https://www.gov.uk/coronavirus","www.gov.uk",
"coronavirus policy",10,"Target's coronavirus response - Target Corporate","https://corporate.target.com/about/purpose-history/our-commitments/target-coronavirus-hub","corporate.target.com",
"coronavirus policy",11,"Current flight information - Lufthansa","https://www.lufthansa.com/de/en/flight-information","www.lufthansa.com",
"coronavirus policy",12,"Policy brief: Coronavirus response policy needs and ...","https://www.theigc.org/publication/policy-brief-coronavirus-response-policy-needs-and-opportunities/","www.theigc.org",
"coronavirus policy",13,"Latest DOD Guidance - Department of Defense","https://www.defense.gov/Explore/Spotlight/Coronavirus/Latest-DOD-Guidance/","www.defense.gov",
"coronavirus policy",14,"Coronavirus – COVID19 – Update | Radisson Hotels","https://www.radissonhotels.com/en-us/covid-19","www.radissonhotels.com",
"coronavirus policy",15,"The Fed - Coronavirus Disease 2019 (COVID-19)","https://www.federalreserve.gov/covid-19.htm","www.federalreserve.gov",
"coronavirus policy",16,"COVID-19 Medical Misinformation Policy - YouTube Help","https://support.google.com/youtube/answer/9891785?hl=en","support.google.com",
"coronavirus policy",17,"Dutch measures against coronavirus | Coronavirus COVID-19 ...","https://www.government.nl/topics/coronavirus-covid-19/tackling-new-coronavirus-in-the-netherlands","www.government.nl",
"coronavirus policy",18,"Coronavirus (Covid-19) - DPDgroup","https://www.dpd.com/group/en/coronavirus-covid-19/","www.dpd.com",
"coronavirus policy",19,"Coronavirus Crisis: Economists Evaluate the Economic Policy ...","https://www.ifo.de/en/node/54180","www.ifo.de",
"coronavirus policy",20,"The Coronavirus and Germany | Global Policy Journal","https://www.globalpolicyjournal.com/blog/13/03/2020/coronavirus-and-germany","www.globalpolicyjournal.com",
"coronavirus policy",21,"State Data and Policy Actions to Address Coronavirus | KFF","https://www.kff.org/coronavirus-covid-19/issue-brief/state-data-and-policy-actions-to-address-coronavirus/","www.kff.org",
"coronavirus policy",22,"EU Economic policy response to the coronavirus pandemic ...","https://www.boeckler.de/en/faust-detail.htm?sync_id=8951","www.boeckler.de",
"coronavirus policy",23,"To set coronavirus policy, model lives and livelihoods in lockstep","https://www.nature.com/articles/d41586-020-01504-4","www.nature.com",
"coronavirus policy",24,"Identifying Effective Combinations of Economic ... - DIW Berlin","https://www.diw.de/de/diw_01.c.790944.de/publikationen/weekly_reports/2020_23_1/identifying_effective_combinations_of_economic_policy_measures_for_the_coronavirus_recession_in_europe.html","www.diw.de",
"coronavirus policy",25,"Policy Publications | Leibniz Institute SAFE - safe-frankfurt","https://safe-frankfurt.de/policy-center/policy-publications/policy-publ-detailsview/publicationname/the-coronavirus-and-financial-stability.html","safe-frankfurt.de",
"coronavirus policy",26,"Supplier Coronavirus Policy - Intel","https://www.intel.com/content/www/us/en/supplier/documents/supplier-coronavirus-policy.html","www.intel.com",
"coronavirus policy",27,"Country policy responses (COVID-19 and the world of work)","https://www.ilo.org/global/topics/coronavirus/country-responses/lang--en/index.htm","www.ilo.org",
"coronavirus policy",28,"Coronavirus travel updates − Travel information − American ...","https://www.aa.com/i18n/travel-info/coronavirus-updates.jsp","www.aa.com",
"coronavirus policy",29,"Mixed Sector Impact of Global Coronavirus Policy Responses","https://www.fitchratings.com/research/corporate-finance/mixed-sector-impact-of-global-coronavirus-policy-responses-08-06-2020","www.fitchratings.com",
"coronavirus policy",30,"COVID-19 Update | Hyatt Hotels","https://www.hyatt.com/info/coronavirus-statement","www.hyatt.com",
"coronavirus policy",31,"Coronavirus Policy for Pro Global Media","https://www.propubs.com/about-us/coronavirus-policy","www.propubs.com",
"coronavirus policy",32,"Travel Update Center: Safety & Flexibility | Delta Air Lines","https://www.delta.com/us/en/travel-update-center/overview","www.delta.com",
"coronavirus policy",33,"Coronavirus Policy – EuroSLA30","https://www.ub.edu/eurosla2020/coronavirus-policy/","www.ub.edu",
"coronavirus policy",34,"Fiscal policy-making in the time of Coronavirus - Institut ...","https://institutdelors.eu/en/publications/fiscal-policy-making-in-the-time-of-coronavirus/","institutdelors.eu",
"coronavirus policy",35,"The Economic Costs of the Coronavirus Shutdown for Germany","https://www.econpol.eu/publications/policy_brief_21","www.econpol.eu",
"coronavirus policy",36,"Extenuating Circumstances Policy and the coronavirus ...","https://www.airbnb.com/help/article/2701/extenuating-circumstances-policy-and-the-coronavirus-covid19","www.airbnb.com",
"coronavirus policy",37,"'It's been so, so surreal.' Critics of Sweden's lax pandemic ...","https://www.sciencemag.org/news/2020/10/it-s-been-so-so-surreal-critics-sweden-s-lax-pandemic-policies-face-fierce-backlash","www.sciencemag.org",
"coronavirus policy",38,"Policy Steps to Address the Corona Crisis","https://www.imf.org/en/Publications/Policy-Papers/Issues/2020/03/16/Policy-Steps-to-Address-the-Corona-Crisis-49262","www.imf.org",
"coronavirus policy",39,"Proclamation on Suspension of Entry as Immigrants and ...","https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-persons-pose-risk-transmitting-2019-novel-coronavirus/","www.whitehouse.gov",
"coronavirus policy",40,"Coronavirus policy asks | RPS - Royal Pharmaceutical Society","https://www.rpharms.com/resources/pharmacy-guides/coronavirus-covid-19/coronavirus-policy-asks","www.rpharms.com",
"coronavirus policy",41,"Governing Under Pressure: German Policy Making During the ...","https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-923X.12865","onlinelibrary.wiley.com",
"coronavirus policy",42,"Protecting employment in the time of coronavirus – CEPS","https://www.ceps.eu/ceps-publications/protecting-employment-in-the-time-of-coronavirus/","www.ceps.eu",
"coronavirus policy",43,"The coronavirus, markets and public policy: challenges and ...","https://www.oxera.com/agenda/the-coronavirus-markets-and-public-policy-challenges-and-impacts/","www.oxera.com",
"coronavirus policy",44,"Coronavirus (COVID-19) company policy | Workable","https://resources.workable.com/coronavirus-covid-19-company-policy","resources.workable.com",
"coronavirus policy",45,"COVID-19 General Visitation Guidelines & Visitor Policy ...","https://www.nyp.org/coronavirus-information/coronavirus-visitor-policy-change","www.nyp.org",
"coronavirus policy",46,"An Economic Policy Exit Strategy from the Corona Lockdown ...","https://www.iwkoeln.de/en/studies/external-studies/beitrag/michael-huether-hubertus-bardt-an-economic-policy-exit-strategy-from-the-corona-lockdown.html","www.iwkoeln.de",
"coronavirus policy",47,"Government Response to Coronavirus, COVID-19 | USAGov","https://www.usa.gov/coronavirus","www.usa.gov",
"coronavirus policy",48,"COVID-19 (Coronavirus) Update | Qatar Airways","https://www.qatarairways.com/en/travel-alerts/COVID-19-update.html","www.qatarairways.com",
"coronavirus policy",49,"Coronavirus Government Response Tracker | Blavatnik ...","https://www.bsg.ox.ac.uk/research/research-projects/coronavirus-government-response-tracker","www.bsg.ox.ac.uk",
"coronavirus policy",50,"Travel information: COVID19 - Accor Hotels","https://all.accor.com/event/information.en.shtml","all.accor.com",
"coronavirus policy",51,"Court allows protest against the Corona policy – Berlin.de","https://www.berlin.de/en/news/coronavirus/6276469-6098215-court-allows-protest-against-the-corona-.en.html","www.berlin.de",
"coronavirus policy",52,"Russia's Coronavirus Drama - Berlin Policy Journal - Blog","https://berlinpolicyjournal.com/russias-coronavirus-drama/","berlinpolicyjournal.com",
"coronavirus policy",53,"Coronavirus (COVID-19) updates - United Airlines","https://www.united.com/en/us/fly/covid-update.html","www.united.com",
"coronavirus policy",54,"Coronavirus policy - Natural Power","https://www.naturalpower.com/uk/news/news-post/coronavirus-policy","www.naturalpower.com",
"coronavirus policy",55,"Press release: Basel Committee coordinates policy and ...","https://www.bis.org/press/p200320.htm","www.bis.org",
"coronavirus policy",56,"Coronavirus Policy Coverage Concerns - Marsh","https://www.marsh.com/vn/en/insights/research/coronavirus-policy-coverage-concerns.html","www.marsh.com",
"coronavirus policy",57,"Latest flight information - KLM.com","https://www.klm.com/travel/us_en/prepare_for_travel/up_to_date/flight_update/index.htm","www.klm.com",
"coronavirus policy",58,"Policy in the time of coronavirus | PIIE","https://www.piie.com/commentary/speeches-papers/policy-time-coronavirus","www.piie.com",
"coronavirus policy",59,"Policy waiver for passengers affected by COVID-19 contigency","https://www.latam.com/de_de/erfahrung/coronavirus/policy-waiver-covid-19/","www.latam.com",
"coronavirus policy",60,"EJTN Policy on the impact of the coronavirus (COVID-19) on ...","http://www.ejtn.eu/News/EJTN-Policy-on-the-impact-of-the-coronavirus-COVID-19-on-its-activities1/","www.ejtn.eu",
"coronavirus policy",61,"Coronavirus and macroeconomic policy | VOX, CEPR Policy ...","https://voxeu.org/article/coronavirus-and-macroeconomic-policy","voxeu.org",
"coronavirus policy",62,"The coronavirus as a yardstick of global health policy - Elcano","http://www.realinstitutoelcano.org/wps/portal/rielcano_en/contenido?WCM_GLOBAL_CONTEXT=/elcano/elcano_in/zonas_in/ari38-2020-arteaga-the-coronavirus-as-yardstick-of-global-health-policy","www.realinstitutoelcano.org",
"coronavirus policy",63,"ISS Policy Guidance for Impacts of the COVID-19 Pandemic","https://www.issgovernance.com/file/policy/active/americas/ISS-Policy-Guidance-for-Impacts-of-the-Coronavirus-Pandemic.pdf","www.issgovernance.com",
"coronavirus policy",64,"Library Coronavirus Policy - UC Davis Library","https://www.library.ucdavis.edu/library-policies/coronavirus/","www.library.ucdavis.edu",
"coronavirus policy",65,"COVID-19: Visitation Policy & Guidelines | Penn Medicine","https://www.pennmedicine.org/coronavirus/visitation-policy-and-guidelines","www.pennmedicine.org",
"coronavirus policy",66,"New COVID-19 Policy to Support the Health of Our Associates","https://corporate.walmart.com/newsroom/2020/03/10/new-covid-19-policy-to-support-the-health-of-our-associates","corporate.walmart.com",
"coronavirus policy",67,"The UK's coronavirus policy may sound scientific. It isn't ...","https://www.theguardian.com/commentisfree/2020/mar/25/uk-coronavirus-policy-scientific-dominic-cummings","www.theguardian.com",
"coronavirus policy",68,"Coronavirus Policy - Better Impact - Volunteer Software","https://www.betterimpact.com/coronavirus-policy/","www.betterimpact.com",
"coronavirus policy",69,"Australian COVID-19 Vaccination Policy | Australian ...","https://www.health.gov.au/resources/publications/australian-covid-19-vaccination-policy","www.health.gov.au",
"coronavirus policy",70,"Time for a Policy Checkup: Maximizing Insurance Coverage ...","https://www.jonesday.com/en/insights/2020/02/time-for-a-policy-checkup","www.jonesday.com",
